	x_1	x_2	y
2617	Will be right back for David Archuleta Returns 2014 trending	David Archuleta Returns 2014 now 6 TT in US and World Wide CADTHU so cool	1
2618	Will be right back for David Archuleta Returns 2014 trending	hear he is safe and back with his family when David Archuleta Returns 2014	1
2619	Will be right back for David Archuleta Returns 2014 trending	why is everyone tweeting David Archuleta Returns 2014	1
2620	David Stern just shitted on the NCAA	David Stern is at the game Why isnt he on the heat bench	0
2621	David Stern just shitted on the NCAA	David Stern is gon not applicable go back to his evil lair laugh	0
2622	David Stern just shitted on the NCAA	David Stern is literally an idiot	0
2623	David Stern just shitted on the NCAA	David Stern trying to be the next Vince McMahon	0
2624	David Stern just shitted on the NCAA	David stern is the biggest dick rider ever noticed he's at every Miami game	0
2625	David Stern just shitted on the NCAA	I love how impartial David Stern is he loves the small market teams	0
2626	David Stern just shitted on the NCAA	Is it not suspect that David Stern seems to attend alot of Miami Heat games	0
2627	David Stern just shitted on the NCAA	On what David Stern in the Mil	0
2628	David Stern just shitted on the NCAA	Shut the hell up David Stern	0
2629	David Stern just shitted on the NCAA	The security entourage for David Stern is at least 8 deep	0
2630	Lmao David west devoured that gum	Chris Paul took Chandler and David West to the 2 seed in the West	0
2631	Lmao David west devoured that gum	Come on David West that's bush league man	0
2632	Lmao David west devoured that gum	David West 40 HUNDRED PLUS BARGAIN	0
2633	Lmao David west devoured that gum	David West a bitch for that shove	0
2634	Lmao David west devoured that gum	David West is a punk bitch	0
2635	Lmao David west devoured that gum	David West look like hell kill a coon	0
2636	Lmao David west devoured that gum	David West on the Pacers literally tossed an opponent	0
2637	Lmao David west devoured that gum	David west nobody wants to play that way	0
2638	Lmao David west devoured that gum	Id be David West out there	0
2639	Lmao David west devoured that gum	Told yall that David west is thug	0
2640	Dee Milner looked pissed to be drafted by the jets	Cleveland ehhh Geno Smith or Dee Milner	0
2641	Dee Milner looked pissed to be drafted by the jets	Dee Milner filling in for Darelle Revis	0
2642	Dee Milner looked pissed to be drafted by the jets	Dee Milner is there for the taking and you dont take him	0
2643	Dee Milner looked pissed to be drafted by the jets	Dee milner can now afford to get his teeth fixed	0
2644	Dee Milner looked pissed to be drafted by the jets	I want the browns to draft dee Milner	0
2645	Dee Milner looked pissed to be drafted by the jets	I wanted Dee Milner so bad	0
2646	Dee Milner looked pissed to be drafted by the jets	There is hope for Cleveland were going to get dee Milner	0
2647	Dee Milner looked pissed to be drafted by the jets	They about to take Dee Milner	0
2648	Dee Milner looked pissed to be drafted by the jets	They select Alabama CB Dee Milner at No	0
2649	Dee Milner looked pissed to be drafted by the jets	if we get dion Jordan or dee Milner	0
2650	Delfino just lost that game for the Rockets	Carlos delfino lost the game for us	1
2651	Delfino just lost that game for the Rockets	DELFINO has a nasty stroke	0
2652	Delfino just lost that game for the Rockets	Delfino should have taken the shot when he broke loose	0
2653	Delfino just lost that game for the Rockets	Delfino thought he was playing for the Raptors again	0
2654	Delfino just lost that game for the Rockets	Harden is makin everything and yall relyin on Parsons and Delfino	0
2655	Delfino just lost that game for the Rockets	It's official Carlos Delfino doesnt know how to dribble	1
2656	Delfino just lost that game for the Rockets	laughing out loud Delfino thought he was clutch	1
2657	Delfino just lost that game for the Rockets	Really Blame it on Delfino	1
2658	Delfino just lost that game for the Rockets	Way to waste time delfino	0
2659	Delfino just lost that game for the Rockets	his name is Delfino tho	0
2660	Denard Robinson with a poor interview	Denard Robinson drafted by the Jaguars	0
2661	Denard Robinson with a poor interview	Denard Robinson is a cool humble dude	0
2662	Denard Robinson with a poor interview	Denard Robinson is a really surprising pick	0
2663	Denard Robinson with a poor interview	Denard Robinson is better than Blaine Gabbert	0
2664	Denard Robinson with a poor interview	Denard Robinson isnt actually hungry for food	0
2665	Denard Robinson with a poor interview	Denard Robinson might have been a part of the most awkward interview ever	1
2666	Denard Robinson with a poor interview	Denard Robinson's career is over	0
2667	Denard Robinson with a poor interview	Everything about that denard Robinson interview was hella awkward	1
2668	Denard Robinson with a poor interview	That interview with Denard Robinson was the worst and most awkward interview ever	1
2669	Denard Robinson with a poor interview	This mug thought Denard Robinson was literally hungry and ready to eat	0
2670	Desmond Trufant is exactly what the Falcons need	Ayee the big bro desmond trufant just got drafted to Atlanta Falcons	1
2671	Desmond Trufant is exactly what the Falcons need	Birds pickup Desmond Trufant great pick	1
2672	Desmond Trufant is exactly what the Falcons need	Desmond Trufant Welcome to the Atlanta Falcons	1
2673	Desmond Trufant is exactly what the Falcons need	Desmond Trufant is a great CB	1
2674	Desmond Trufant is exactly what the Falcons need	Desmond Trufant my nigga salty he went to the Falcons though	1
2675	Desmond Trufant is exactly what the Falcons need	Falcons trade up for Desmond Trufant CB Washington grade A	1
2676	Desmond Trufant is exactly what the Falcons need	Great pick like Desmond Trufant and Falcons needed a DB	1
2677	Desmond Trufant is exactly what the Falcons need	How do you like the move to trade up and get Desmond Trufant	1
2678	Desmond Trufant is exactly what the Falcons need	So pissed Desmond Trufant got picked	0
2679	Desmond Trufant is exactly what the Falcons need	Welcome to the family Desmond Trufant	1
2680	Desmond Trufant 22nd pick to the Falcons	Desmond Trufant Welcome to the Flock fam	0
2681	Desmond Trufant 22nd pick to the Falcons	Desmond Trufant is an absolute beast	0
2682	Desmond Trufant 22nd pick to the Falcons	Desmond Trufant of Washington to Atlanta No	0
2683	Desmond Trufant 22nd pick to the Falcons	Desmond Trufant signed to BGE tho	0
2684	Desmond Trufant 22nd pick to the Falcons	Desmond Trufant welcome to the best team in football	0
2685	Desmond Trufant 22nd pick to the Falcons	Glad Atlanta moved up to get Desmond Trufant	0
2686	Desmond Trufant 22nd pick to the Falcons	I said Desmond Trufant would go to the Falcons	0
2687	Desmond Trufant 22nd pick to the Falcons	To me Desmond Trufant fit the Falcons	0
2688	Desmond Trufant 22nd pick to the Falcons	Updated Falcons projection with newly drafted CB Desmond Trufant from Washington	0
2689	Desmond Trufant 22nd pick to the Falcons	With the 22nd pick of the NFLDraft2013 Atlanta Falcons select DB Desmond Trufant	1
2690	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Congrats to Desmond Trufant 22 pick in draft to Falcons	1
2691	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Congrats to my cousin Desmond Trufant who just got drafted to the Atlanta Falcons tonight	1
2692	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Dang the falcons picked up Desmond Trufant good pick	1
2693	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Desmond Trufant to pick Drew Brees Jimmy Graham	0
2694	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Great Pick Falcons in picking Washington CB Desmond Trufant	1
2695	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	I guess Desmond Trufant is a good pick	0
2696	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	The Atlanta falcons find a replacement to CB Dunta Robinson with Desmond Trufant	1
2697	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	Watching Desmond Trufant react to being drafted was special	0
2698	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	and the Falcons chose Desmond Trufant	1
2699	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	we got Desmond trufant from washington	0
2700	Desmond Trufant to the Falcons at No	Dammit Desmond trufant went to ATL	1
2701	Desmond Trufant to the Falcons at No	Desmond Trufant 22nd pick to the Falcons	1
2702	Desmond Trufant to the Falcons at No	Doesnt Desmond Trufant have 2 other brothers in the league	0
2703	Desmond Trufant to the Falcons at No	Glad Atlanta moved up to get Desmond Trufant	1
2704	Desmond Trufant to the Falcons at No	Great Pickup atlanta falcons Desmond Trufant CB	1
2705	Desmond Trufant to the Falcons at No	I knew the falcons was going to get desmond trufant	1
2706	Desmond Trufant to the Falcons at No	The Falcons trade up to 122 and select CB Desmond Trufant	1
2707	Desmond Trufant to the Falcons at No	Watching Desmond Trufant react to being drafted was special	0
2708	Desmond Trufant to the Falcons at No	the Falcons snipe Desmond Trufant from the Vikings	1
2709	Desmond Trufant to the Falcons at No	traded up to 22 took Desmond Trufant cornerback	0
2710	lmfao forreal I'm happy desmond trufant to the falcons	Congratulations to the lil homie Desmond Trufant 22nd Overall Pick to the Atlanta Falcons	1
2711	lmfao forreal I'm happy desmond trufant to the falcons	Desmond Trufant baby Falcons Fans Rise Tf Up	1
2712	lmfao forreal I'm happy desmond trufant to the falcons	Desmond Trufant is a great defender got damn	0
2713	lmfao forreal I'm happy desmond trufant to the falcons	Desmond Trufant is going to be a shutdown db	0
2714	lmfao forreal I'm happy desmond trufant to the falcons	Desmond trufant bangin hilltop I see	0
2715	lmfao forreal I'm happy desmond trufant to the falcons	Falcons Trade Up To Get Desmond Trufant	1
2716	lmfao forreal I'm happy desmond trufant to the falcons	Great pick like Desmond Trufant and Falcons needed a DB	1
2717	lmfao forreal I'm happy desmond trufant to the falcons	HUGE Shout Out to UWFootballs Desmond Trufant selected 22nd in the 2013 NFLDraft by Atlanta Falcons	1
2718	lmfao forreal I'm happy desmond trufant to the falcons	Nice pickup for the Atlanta Falcons trading up to get Desmond Trufant	1
2719	lmfao forreal I'm happy desmond trufant to the falcons	Welcome to the birds Desmond trufant	1
2720	Welcome to the AtlantaFalcons family Desmond Trufant	22nd overall pick the Rams trade with the Falcons and Atlanta selects CB Desmond Trufant Washington	1
2721	Welcome to the AtlantaFalcons family Desmond Trufant	CB Desmond Trufant of Washington picked up Falcons after Altanta traded up with Rams	1
2722	Welcome to the AtlantaFalcons family Desmond Trufant	I love Desmond Trufant to the falcons	1
2723	Welcome to the AtlantaFalcons family Desmond Trufant	I love the Desmond Trufant pick	0
2724	Welcome to the AtlantaFalcons family Desmond Trufant	Rams trade to Atlanta Falcons select with the 22nd overall pick Desmond Trufant	1
2725	Welcome to the AtlantaFalcons family Desmond Trufant	The Atlanta Falcons moved up to 22 and selected DB Desmond Trufant	1
2726	Welcome to the AtlantaFalcons family Desmond Trufant	With the 22nd pick in the NFLDraft the Atlanta Falcons select Desmond Trufant	1
2727	Welcome to the AtlantaFalcons family Desmond Trufant	draft Desmond Trufant CB out of Washington	0
2728	Welcome to the AtlantaFalcons family Desmond Trufant	we got Desmond trufant from washington	1
2729	Welcome to the AtlantaFalcons family Desmond Trufant	who is Desmond Trufant related to	0
2730	I'm loving the Desmond Trufant pick for the Falcons	122 Falcons trade up with Rams for Washington DB Desmond Trufant	1
2731	I'm loving the Desmond Trufant pick for the Falcons	Atlanta trades up too select Desmond Trufant	1
2732	I'm loving the Desmond Trufant pick for the Falcons	Desmond Trufant Welcome to the Flock fam	1
2733	I'm loving the Desmond Trufant pick for the Falcons	Desmond Trufant has the CB game on lockdown	0
2734	I'm loving the Desmond Trufant pick for the Falcons	Desmond Trufant still has the sticker on his glasses	0
2735	I'm loving the Desmond Trufant pick for the Falcons	Desmond trufant going to Atlanta nasty	1
2736	I'm loving the Desmond Trufant pick for the Falcons	O Atlanta Falcons seleciona o CB Desmond Trufant de Washington	1
2737	I'm loving the Desmond Trufant pick for the Falcons	SO to Desmond Trufant for getting drafted to the Falcons	1
2738	I'm loving the Desmond Trufant pick for the Falcons	So to Desmond Trufant boy family from Belle Chasse	0
2739	I'm loving the Desmond Trufant pick for the Falcons	The Atlanta Falcons selected Desmond Trufant who I wanted for the Patriots	1
2740	Okay Desmond Trufant went to the falcons	Atlanta Falcons take Desmond Trufant at No	1
2741	Okay Desmond Trufant went to the falcons	Desmond Trufant just threw the westsidehell fit right in	0
2742	Okay Desmond Trufant went to the falcons	Desmond Trufant was a GREAT pick for my falcons	1
2743	Okay Desmond Trufant went to the falcons	Falcons trade up to take CB Desmond Trufant from University of Washington at 22	1
2744	Okay Desmond Trufant went to the falcons	Good call by the Falcons to go for Desmond Trufant	1
2745	Okay Desmond Trufant went to the falcons	I can live with Desmond Trufant tho	0
2746	Okay Desmond Trufant went to the falcons	I think Desmond Trufant played for the Mean Machine in the Longest Yard	0
2747	Okay Desmond Trufant went to the falcons	Is Desmond Trufant related to Bob Trufant	0
2748	Okay Desmond Trufant went to the falcons	The Atlanta Falcons have selected Desmond Trufant	1
2749	Okay Desmond Trufant went to the falcons	the talented speedy CB Desmond Trufant	0
2750	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Atlanta Falcons take Desmond Trufant at No	1
2751	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Congrats to Desmond Trufant 22 pick in draft to Falcons	1
2752	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Congrats to Desmond Trufant getting drafted by the Falcons	1
2753	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Desmond Trufant is the guy i was compared to on	0
2754	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Desmond Trufant of Washington to Atlanta No	1
2755	Falcons take Washington CB Desmond Trufant with the 22nd Pick	I love Desmond Trufant to the falcons	1
2756	Falcons take Washington CB Desmond Trufant with the 22nd Pick	I would like to Welcome Desmond Trufant to ATL and DBlock	1
2757	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Shout out to Desmond Trufant for going in the 1st round	1
2758	Falcons take Washington CB Desmond Trufant with the 22nd Pick	Welcome to the team of the dirty bird desmond trufant	1
2759	Falcons take Washington CB Desmond Trufant with the 22nd Pick	With the 22nd overall pick the Atlanta Falcons select Desmond Trufant cornerback out of Washington	1
2760	Welcome to the AtlantaFalcons Desmond Trufant	Desmond Trufant baby Falcons Fans Rise Tf Up	1
2761	Welcome to the AtlantaFalcons Desmond Trufant	Desmond Trufant has the CB game on lockdown	0
2762	Welcome to the AtlantaFalcons Desmond Trufant	Desmond Trufant is the newest member of the Atlanta Falcons	1
2763	Welcome to the AtlantaFalcons Desmond Trufant	Desmond Trufant replacing Brent Grimes in Atlanta	1
2764	Welcome to the AtlantaFalcons Desmond Trufant	HUGE Shout Out to UWFootballs Desmond Trufant selected 22nd in the 2013 NFLDraft by Atlanta Falcons	1
2765	Welcome to the AtlantaFalcons Desmond Trufant	I would like to Welcome Desmond Trufant to ATL and DBlock	1
2766	Welcome to the AtlantaFalcons Desmond Trufant	Shout out to Desmond Trufant 22nd pick in the NFL draft	1
2767	Welcome to the AtlantaFalcons Desmond Trufant	Shout out to Desmond Trufant for going in the 1st round	1
2768	Welcome to the AtlantaFalcons Desmond Trufant	The Atlanta Falcons have pick Desmond Trufant in the 2013 draft	1
2769	Welcome to the AtlantaFalcons Desmond Trufant	The Falcons needed a CB and they got one in Desmond Trufant	1
2770	In a the Michigan ACLU says that Detroit	Dave will you be with austin in detroit on may 4th	0
2771	In a the Michigan ACLU says that Detroit	Detroit is a Lions town 365 days a year	0
2772	In a the Michigan ACLU says that Detroit	Detroit is absolutely working it but cant score	0
2773	In a the Michigan ACLU says that Detroit	I refuse to root for Detroit	0
2774	In a the Michigan ACLU says that Detroit	I thought Detroit was suppose to sweep us hum	0
2775	In a the Michigan ACLU says that Detroit	Is he a Detroit Tigers fan	0
2776	In a the Michigan ACLU says that Detroit	Let's rest get ready for Detroit	0
2777	In a the Michigan ACLU says that Detroit	The Detroit Red Wings also known as the rivals to every Western Conference team according to NBC	0
2778	In a the Michigan ACLU says that Detroit	The Detroit game would be on TSN2	0
2779	In a the Michigan ACLU says that Detroit	Was there a rock concert in Detroit	0
2780	Absolutely incredible save by Diego Lopez	Another save like that and Diego Lopez will be the new face of Head Shoulders	1
2781	Absolutely incredible save by Diego Lopez	Big big big save by Diego Lopez	1
2782	Absolutely incredible save by Diego Lopez	DIEGO LOPEZ was made for by the way the sticks	1
2783	Absolutely incredible save by Diego Lopez	Diego Lopez deserves a cap for he's performance	1
2784	Absolutely incredible save by Diego Lopez	Diego Lopez is doing a great jobaint it	1
2785	Absolutely incredible save by Diego Lopez	Diego Lopez is keeping Real Madrid in the game	1
2786	Absolutely incredible save by Diego Lopez	Diego Lopez just did a casillas save	1
2787	Absolutely incredible save by Diego Lopez	That save by Diego Lopez is why Casillas is on the bench unreal	1
2788	Absolutely incredible save by Diego Lopez	What a fantastic save from Diego Lopez	1
2789	Absolutely incredible save by Diego Lopez	what a save diego lopez so unlucky illkay gundogan	1
2790	What a keeper Diego Lopez is	After a super save frm DIEGO LOPEZ	1
2791	What a keeper Diego Lopez is	Diego Lopez is a better keeper thank Casillas as for an influence on the team	1
2792	What a keeper Diego Lopez is	Diego Lopez just made an unreal save	1
2793	What a keeper Diego Lopez is	Diego Lopez just saved the cheerleader and the world	1
2794	What a keeper Diego Lopez is	Diego lopez just saved a pass across	1
2795	What a keeper Diego Lopez is	ILKAY GUNDOGAN FINDS SPACE DIEGO LOPEZ CONJURES A GREAT SAVE	0
2796	What a keeper Diego Lopez is	Instinctive save by Diego Lopez but it's probably a matter of time before BVB score	1
2797	What a keeper Diego Lopez is	That's some save from Diego Lopez	1
2798	What a keeper Diego Lopez is	What a save Diego Lopez Madrid need a goal	1
2799	What a keeper Diego Lopez is	What a save by diego lopez that could prove crucial	1
2800	Diego Lopez such a good save	Convert that beautiful save by Diego Lopez into three goals	1
2801	Diego Lopez such a good save	Diego Lopez just saved the cheerleader and the world	1
2802	Diego Lopez such a good save	Diego Lopez probably the most important save ever	1
2803	Diego Lopez such a good save	Diego Lopez using all his chances	0
2804	Diego Lopez such a good save	Diego Lopez with a forceful hand I justice to deny the Scandinavian	1
2805	Diego Lopez such a good save	Great save from Real Keeper Diego Lopez v Borussia	1
2806	Diego Lopez such a good save	I'm gona have to sign diego lopez on fifa for that save bmt	1
2807	Diego Lopez such a good save	oh my god what a save diego lopez	1
2808	Diego Lopez such a good save	What a save from Diego Lopez cracking save	1
2809	Diego Lopez such a good save	top class save there by Diego Lopez	1
2810	Diego Lopez with a crazy save	And that's why they play Diego Lopez ahead of Casillas what a save	1
2811	Diego Lopez with a crazy save	Diego Lopez gon not applicable make men forget who Iker Casillas is	1
2812	Diego Lopez with a crazy save	Diego Lopez just made the save of the tournament	1
2813	Diego Lopez with a crazy save	Diego Lopez just pinned casillas on the bench	0
2814	Diego Lopez with a crazy save	Diego Lopez supposely with the save of the tournament	1
2815	Diego Lopez with a crazy save	Diego Lopez was fantastically superb there	1
2816	Diego Lopez with a crazy save	Diego Lopez with an immense save	1
2817	Diego Lopez with a crazy save	Diego lopez wit a brilliant save	1
2818	Diego Lopez with a crazy save	To save Goal from Diego Lopez	0
2819	Diego Lopez with a crazy save	What a save by Diego Lopez to deny Gundogan	1
2820	WOW what a save Diego Lopez that is SAVE	Diego Lopez is such a quality keeper	0
2821	WOW what a save Diego Lopez that is SAVE	Diego Lopez makes a big save for the home side	1
2822	WOW what a save Diego Lopez that is SAVE	Diego lopez made a godly save	1
2823	WOW what a save Diego Lopez that is SAVE	Diego lopez should be madrid's player of the season	0
2824	WOW what a save Diego Lopez that is SAVE	Not sure he is diego lopez or iker casillas	0
2825	WOW what a save Diego Lopez that is SAVE	Regardless how Diego Lopez is doing	0
2826	WOW what a save Diego Lopez that is SAVE	Second Leg is Diego Lopez showtime	0
2827	WOW what a save Diego Lopez that is SAVE	Unbelievable save by Diego Lopez but BvB should really be 1 up	1
2828	WOW what a save Diego Lopez that is SAVE	What a good save from Diego Lopez	1
2829	WOW what a save Diego Lopez that is SAVE	Wot a save by Diego Lopez	1
2830	A good save from Diego Lopez nonetheless	After a super save frm DIEGO LOPEZ	1
2831	A good save from Diego Lopez nonetheless	Apart from Diego Lopez that is	0
2832	A good save from Diego Lopez nonetheless	Diego Lopez galicia Spanish goalkeepers the best	0
2833	A good save from Diego Lopez nonetheless	Diego Lopez has just pulled off a worldie save unreal	1
2834	A good save from Diego Lopez nonetheless	Diego Lopez may not be in the same league as casilas but that was some save	1
2835	A good save from Diego Lopez nonetheless	So Diego Lopez can make a save	1
2836	A good save from Diego Lopez nonetheless	That was a beast of a save from diego lopez	1
2837	A good save from Diego Lopez nonetheless	That was a top class save by Diego Lopez	1
2838	A good save from Diego Lopez nonetheless	What a save from Diego Lopez player should score but still heroics being performed	1
2839	A good save from Diego Lopez nonetheless	diego lopez tht was some save	1
2840	What A Save Take A Bow Diego Lopez	Diego Lopez is doing his job	1
2841	What A Save Take A Bow Diego Lopez	Feeling sorry for casillas haha what a save by Diego lopez	1
2842	What A Save Take A Bow Diego Lopez	Holy shit what a save by Diego Lopez on Gundogan	1
2843	What A Save Take A Bow Diego Lopez	Looks like everyone agrees that it was some save from Diego Lopez top class	1
2844	What A Save Take A Bow Diego Lopez	That was a qualitty save from diego lopez	1
2845	What A Save Take A Bow Diego Lopez	That was some save Diego Lopez	1
2846	What A Save Take A Bow Diego Lopez	Townsend what a save from Diego Lopez	1
2847	What A Save Take A Bow Diego Lopez	Unbelievable save by Diego Lopez but BvB should really be 1 up	1
2848	What A Save Take A Bow Diego Lopez	WHAT A SAVE BY DIEGO LOPEZ keeping Madrid in it 0	1
2849	What A Save Take A Bow Diego Lopez	square it and Diego Lopez makes an unreal save	1
2850	what a really2 perfect save by Diego Lopez	And that's why they play Diego Lopez ahead of Casillas what a save	1
2851	what a really2 perfect save by Diego Lopez	Diego Lopez deserves a BJ after that save	1
2852	what a really2 perfect save by Diego Lopez	Diego Lopez what a world class save	1
2853	what a really2 perfect save by Diego Lopez	Gundogan with a chance to kill the tie but Diego Lopez saved spectacularly	1
2854	what a really2 perfect save by Diego Lopez	Holy shit what a save by Diego Lopez on Gundogan	1
2855	what a really2 perfect save by Diego Lopez	Iker Casillas reacts to Diego Lopez save	0
2856	what a really2 perfect save by Diego Lopez	Such a nice save by Diego Lopez	1
2857	what a really2 perfect save by Diego Lopez	Tbh that was a beautiful save by diego lopez	1
2858	what a really2 perfect save by Diego Lopez	That save was just to prove the Diego Lopez doubters wrong	1
2859	what a really2 perfect save by Diego Lopez	What an awzum save from Diego Lopez	1
2860	But a good save by Diego Lopez	Diego Lopez Eye on the ball	1
2861	But a good save by Diego Lopez	Diego Lopez deserves a cap for he's performance	0
2862	But a good save by Diego Lopez	Diego Lopez take a bow son	0
2863	But a good save by Diego Lopez	Man wont get back in the team Diego Lopez is a don	0
2864	But a good save by Diego Lopez	That is why Diego Lopez is starting over Casillas	0
2865	But a good save by Diego Lopez	What a keeper Diego Lopez is	0
2866	But a good save by Diego Lopez	Why give Diego Lopez a chance	0
2867	But a good save by Diego Lopez	Wot a save by Diego Lopez	1
2868	But a good save by Diego Lopez	and Diego Lopez comes up BIG	0
2869	But a good save by Diego Lopez	diego lopez dey keep for days	0
2870	Geeze Diego Lopez what a save	A good save from Diego Lopez nonetheless	1
2871	Geeze Diego Lopez what a save	Diego Lopez not giving the Madridistas any reason to call Casillas name todayhell of a save	1
2872	Geeze Diego Lopez what a save	Diego Lopez on point to save that from Gundogan	1
2873	Geeze Diego Lopez what a save	Diego Lopez probably the most important save ever	1
2874	Geeze Diego Lopez what a save	Diego Lopez saves the day laughing out loud	1
2875	Geeze Diego Lopez what a save	Diego Lopez using all his chances	0
2876	Geeze Diego Lopez what a save	Gundagun's shot saved by diego lopez	1
2877	Geeze Diego Lopez what a save	IF Diego Lopez WHAT A SAVE	1
2878	Geeze Diego Lopez what a save	Nice save Diego Lopez that was going to be a goal	1
2879	Geeze Diego Lopez what a save	What a fantastic save by Diego Lopez he keeps RealMadrid in it just about	1
2880	The Dion Jordan pick makes me nervous	Dion Jordan repping the U of O 3 overall	0
2881	The Dion Jordan pick makes me nervous	Dion Jordan to The Dolphins at 3	0
2882	The Dion Jordan pick makes me nervous	I like Dion Jordan I cant believe how much the experts are hating on him	0
2883	The Dion Jordan pick makes me nervous	I will be making a Dion Jordan jersey purchase	0
2884	The Dion Jordan pick makes me nervous	Man Dion Jordan to the dolphins	1
2885	The Dion Jordan pick makes me nervous	Not a fan of Miami trading up for Dion Jordan at 3	1
2886	The Dion Jordan pick makes me nervous	Surprised Chip Kelly didnt pick up his oregon player Dion Jordan	0
2887	The Dion Jordan pick makes me nervous	a little I wanted Lane Johnson but Dion Jordan isnt a bad pick	0
2888	The Dion Jordan pick makes me nervous	is Dion Jordan defensive end form Oregon	0
2889	The Dion Jordan pick makes me nervous	trade up to 3 draft Oregon DE Dion Jordan	0
2890	I think Ill watch Disney Channel now	Disney channel till i close my eyes	1
2891	I think Ill watch Disney Channel now	For Real Doe Nickelodeon Disney Channel Needs To Bring Back All Old Tv Shows	0
2892	I think Ill watch Disney Channel now	I dont know why IU doesnt have Disney channel	0
2893	I think Ill watch Disney Channel now	I'm lookin up the random invisible ass narrator voice on Disney channel	0
2894	I think Ill watch Disney Channel now	LIZZIE MCCGUIRE IS ON DISNEY CHANNEL RIGHT NOW	0
2895	I think Ill watch Disney Channel now	Lizzy McGuire is on Disney channel if that helps you feel any better	0
2896	I think Ill watch Disney Channel now	Oh shit lizzie mcguire is on disney channel yall	0
2897	I think Ill watch Disney Channel now	WE ALL MISS THE OLD DISNEY CHANNEL	0
2898	I think Ill watch Disney Channel now	WHAT THE ACTUAL FACK LIZZIE MCGUIRE WAS ON DISNEY CHANNEL	0
2899	I think Ill watch Disney Channel now	aww disney channel was playing lizzie mcguire and i missed it	0
2900	but Lizzie Mcguire is on tonight on disney channel	Disney channel is showing Lizzie McGuire I love that show	1
2901	but Lizzie Mcguire is on tonight on disney channel	I guess ima watch disney channel	0
2902	but Lizzie Mcguire is on tonight on disney channel	I was happy to see Lizzie McGuire on Disney channel tonight	1
2903	but Lizzie Mcguire is on tonight on disney channel	Lizzie McGuire is on Disney Channel but I dont have cable	1
2904	but Lizzie Mcguire is on tonight on disney channel	Lizzie McGuire is on disney channel oh my god my childhood	1
2905	but Lizzie Mcguire is on tonight on disney channel	Lizzie mguire is on Disney channel people	1
2906	but Lizzie Mcguire is on tonight on disney channel	oh my god Lizzie McGuire is on Disney channel I cant explain my excitement right now lbs	1
2907	but Lizzie Mcguire is on tonight on disney channel	Wtf Disney channel is playing Lizzie McGuire wft my life is complete	1
2908	but Lizzie Mcguire is on tonight on disney channel	also known as the best tv show that's ever been on Disney Channel	0
2909	but Lizzie Mcguire is on tonight on disney channel	watching your goofy days on Disney channel	0
2910	Ommggg Lizzie Mcguire is on disney channel	Awww watching Lizzie McGuire on Disney Channel right now absolute love	1
2911	Ommggg Lizzie Mcguire is on disney channel	Disney channel is on point right now lizzie McGuire it is for the rest of the night	1
2912	Ommggg Lizzie Mcguire is on disney channel	Disney channel is so lame now	0
2913	Ommggg Lizzie Mcguire is on disney channel	Guess I'm watching Disney Channel until Lizzie McGuire goes off	1
2914	Ommggg Lizzie Mcguire is on disney channel	I wish all the old Disney channel shows would come back on	0
2915	Ommggg Lizzie Mcguire is on disney channel	I'm so happy Disney channel is actually doing Throwback Thursday	0
2916	Ommggg Lizzie Mcguire is on disney channel	LIZZIE MCGUIRE IS ON DISNEY CHANNEL GUYS	1
2917	Ommggg Lizzie Mcguire is on disney channel	Lizzie McGuire is on Disney Channel and its the bra episode dont look at me	1
2918	Ommggg Lizzie Mcguire is on disney channel	Lizzie Migure is on Disney Channel	1
2919	Ommggg Lizzie Mcguire is on disney channel	lizzie maguire spell checc is on disney channel	1
2920	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Awww I'm watching Lizzie McGuire on Disney channel	1
2921	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Lizzie McGuire is currently on disney channel I'm tearing up a little bit	1
2922	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Lizzie McGuire was seriously on Disney Channel and I missed it	0
2923	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	The REAL Disney Channel is back	0
2924	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Turns out it's on Disney Channel right now	0
2925	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Well Lizzie McGuire is on Disney channel right know	1
2926	HURRY EVERYONE LIZZIE MCGUIRE ON DISNEY CHANNEL	Yay Lizzie McGuire on Disney channel	1
